,candidate_name,candidate_party,link,seat_name,state
471,WELCH Richard,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/jaga/,Jagajaga,VIC
472,KENNEDY Paul,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/jaga/,Jagajaga,VIC
473,D'ELIA Steven,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/kooy/,Kooyong,VIC
474,YATES Oliver,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/kooy/,Kooyong,VIC
475,ZUBAC Angelina,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/kooy/,Kooyong,VIC
476,FRYDENBERG Josh,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/kooy/,Kooyong,VIC
477,STEWART Jana,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/kooy/,Kooyong,VIC
478,HINKLEY Davina,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/kooy/,Kooyong,VIC
479,BURNSIDE Julian,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/kooy/,Kooyong,VIC
480,CHANDLER Bill,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/kooy/,Kooyong,VIC
481,GREGOROVICH Amy,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/ltro/,La Trobe,VIC
482,BAKER Norman,Rise Up Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/ltro/,La Trobe,VIC
483,WOOD Jason,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/ltro/,La Trobe,VIC
484,BAKER Esther,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/ltro/,La Trobe,VIC
485,DEAN Duncan,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/ltro/,La Trobe,VIC
486,CURTIS Simon,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/ltro/,La Trobe,VIC
487,CALWELL-BROWNE Asher Joseph,Derryn Hinch's Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/ltro/,La Trobe,VIC
488,JAKOBI Susan,Australia First Party,https://www.abc.net.au/news/elections/federal/2019/guide/lalo/,Lalor,VIC
489,MURPHY Gayle,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/lalo/,Lalor,VIC
490,RYAN Joanne,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/lalo/,Lalor,VIC
491,ROBINSON Jeffrey Edward,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/lalo/,Lalor,VIC
492,DESSI Jay,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/lalo/,Lalor,VIC
493,MOINUDDIN Aijaz,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/lalo/,Lalor,VIC
494,O'ROURKE Ruby,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/macn/,Macnamara,VIC
495,HODGINS-MAY Steph,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/macn/,Macnamara,VIC
496,ARMSTRONG Steven,Sustainable Australia,https://www.abc.net.au/news/elections/federal/2019/guide/macn/,Macnamara,VIC
497,ASHMOR Kate,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/macn/,Macnamara,VIC
498,WALLIS Chris,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/macn/,Macnamara,VIC
499,McPHERSON Craig,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/macn/,Macnamara,VIC
500,KAY Christine,Rise Up Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/macn/,Macnamara,VIC
501,PATON Helen Lucy,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/macn/,Macnamara,VIC
502,BURNS Josh,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/macn/,Macnamara,VIC
503,PETROVICH Serge,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/mall/,Mallee,VIC
504,MOAR Cecilia,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/mall/,Mallee,VIC
505,MODICA Jason Mark,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/mall/,Mallee,VIC
506,GROSVENOR Rick,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/mall/,Mallee,VIC
507,WEBSTER Anne,The Nationals,https://www.abc.net.au/news/elections/federal/2019/guide/mall/,Mallee,VIC
508,LAHY Chris,Citizens Electoral Council,https://www.abc.net.au/news/elections/federal/2019/guide/mall/,Mallee,VIC
509,MOLLISON Philip,Rise Up Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/mall/,Mallee,VIC
510,HART Carole,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/mall/,Mallee,VIC
511,FIRMAN Leigh,Science Party,https://www.abc.net.au/news/elections/federal/2019/guide/mall/,Mallee,VIC
512,KINGSTON Ray,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/mall/,Mallee,VIC
513,STRAUB Dan,"Shooters, Fishers and Farmers",https://www.abc.net.au/news/elections/federal/2019/guide/mall/,Mallee,VIC
514,MILLAR Rick,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/mall/,Mallee,VIC
515,ROWAN Nicole,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/mall/,Mallee,VIC
516,HASAN MD Sarwar,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/mari/,Maribyrnong,VIC
517,WILLIAMS James,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/mari/,Maribyrnong,VIC
518,SHORTEN Bill,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/mari/,Maribyrnong,VIC
519,STOW Christine,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/mari/,Maribyrnong,VIC
520,BARKER Neil,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/mcew/,McEwen,VIC
521,PARRAMORE Ruth,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/mcew/,McEwen,VIC
522,MITCHELL Rob,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/mcew/,McEwen,VIC
523,FUSCO Phillip,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/mcew/,McEwen,VIC
524,BUTLER Deb,Derryn Hinch's Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/mcew/,McEwen,VIC
525,HYNDMAN Robert James,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/mcew/,McEwen,VIC
526,GRAHAM Ronnie,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/mcew/,McEwen,VIC
527,HAYMAN Chris,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/mcew/,McEwen,VIC
528,RYAN Judy,Reason Australia,https://www.abc.net.au/news/elections/federal/2019/guide/melb/,Melbourne,VIC
529,BANDT Adam,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/melb/,Melbourne,VIC
530,BLAKE Dave,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/melb/,Melbourne,VIC
531,POPE Lawrence,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/melb/,Melbourne,VIC
532,SHERSON Lauren,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/melb/,Melbourne,VIC
533,CREASEY Luke,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/melb/,Melbourne,VIC
534,PECORA Tony,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/melb/,Melbourne,VIC
535,KELLEHER Teresa Mary,Labour DLP,https://www.abc.net.au/news/elections/federal/2019/guide/menz/,Menzies,VIC
536,ANDREWS Kevin,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/menz/,Menzies,VIC
537,YEE Stella,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/menz/,Menzies,VIC
538,PAYNE Rachel,Reason Australia,https://www.abc.net.au/news/elections/federal/2019/guide/menz/,Menzies,VIC
539,FULLER Brett Stephen,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/menz/,Menzies,VIC
540,HUMPHREYS Robert,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/menz/,Menzies,VIC
541,VERHOEVEN John,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/mona/,Monash,VIC
542,FOZARD Michael Stewart,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/mona/,Monash,VIC
543,WADDELL Jeff,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/mona/,Monash,VIC
544,O'DONNELL Jessica,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/mona/,Monash,VIC
545,HORNSTRA William,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/mona/,Monash,VIC
546,BROADBENT Russell,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/mona/,Monash,VIC
547,SHERRY Matthew,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/mona/,Monash,VIC
548,DRUM Damian,The Nationals,https://www.abc.net.au/news/elections/federal/2019/guide/nich/,Nicholls,VIC
549,PARKER Jeremy,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/nich/,Nicholls,VIC
550,BOCK Andrew,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/nich/,Nicholls,VIC
551,HINE Stewart John,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/nich/,Nicholls,VIC
552,LODWICK Bill,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/nich/,Nicholls,VIC
553,FREEMAN Nickee,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/nich/,Nicholls,VIC
554,TYRRELL Rikkie-Lee,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/nich/,Nicholls,VIC
555,HICKS Nigel,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/nich/,Nicholls,VIC
556,GILES Andrew,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/scul/,Scullin,VIC
557,HASAN Firas,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/scul/,Scullin,VIC
558,SMITH Cynthia,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/scul/,Scullin,VIC
559,WHITFIELD Rod,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/scul/,Scullin,VIC
560,SINGH Gurpal,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/scul/,Scullin,VIC
561,ALBARRI Yassin Akram,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/scul/,Scullin,VIC
562,TAYLOR Zephlyn,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/wann/,Wannon,VIC
563,WALLACE Joshua,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/wann/,Wannon,VIC
564,BILLI Maurice,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/wann/,Wannon,VIC
565,DYSON Alex,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/wann/,Wannon,VIC
566,TEHAN Dan,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/wann/,Wannon,VIC
567,MILES Chris,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/will/,Wills,VIC
568,BOLTON Sue,Victorian Socialists,https://www.abc.net.au/news/elections/federal/2019/guide/will/,Wills,VIC
569,KILLIN Peter,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/will/,Wills,VIC
570,PULFORD Adam,The Greens (VIC),https://www.abc.net.au/news/elections/federal/2019/guide/will/,Wills,VIC
571,VENKAT Manju,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/will/,Wills,VIC
572,KHALIL Peter,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/will/,Wills,VIC
573,KARANDREWS Simone,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/blai/,Blair,QLD
574,FITZPATRICK Peter John,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/blai/,Blair,QLD
575,NEUMANN Shayne Kenneth,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/blai/,Blair,QLD
576,BELL Sharon,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/blai/,Blair,QLD
577,SHEARMAN Robert,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/blai/,Blair,QLD
578,ZIMPEL Majella,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/blai/,Blair,QLD
579,QUINN John,Labour DLP,https://www.abc.net.au/news/elections/federal/2019/guide/blai/,Blair,QLD
580,DUNCAN Michelle,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/blai/,Blair,QLD
581,TURNER John,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/blai/,Blair,QLD
582,FLITCROFT Simon E F,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/bonn/,Bonner,QLD
583,BELL Barbara,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/bonn/,Bonner,QLD
584,SYMES Ian,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/bonn/,Bonner,QLD
585,VASTA Ross,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/bonn/,Bonner,QLD
586,MAYNARD Alex,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/bonn/,Bonner,QLD
587,BRISKEY Jo,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/bonn/,Bonner,QLD
588,MOON Emerald,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/bowm/,Bowman,QLD
589,LAMING Andrew,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/bowm/,Bowman,QLD
590,CLARKE Shane,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/bowm/,Bowman,QLD
591,ANDERSON David,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/bowm/,Bowman,QLD
592,WADSWORTH Glen,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/bowm/,Bowman,QLD
593,BASTER Tom,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/bowm/,Bowman,QLD
594,PERRY Anne,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/bris/,Brisbane,QLD
595,EVANS Trevor,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/bris/,Brisbane,QLD
596,WHITTAKER Aaron,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/bris/,Brisbane,QLD
597,BARTLETT Andrew,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/bris/,Brisbane,QLD
598,JEANNERET Rod,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/bris/,Brisbane,QLD
599,NEWBURY Paul,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/bris/,Brisbane,QLD
600,EMANUEL Kamala,Socialist Alliance,https://www.abc.net.au/news/elections/federal/2019/guide/bris/,Brisbane,QLD
601,BAMBRICK Paul,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/capr/,Capricornia,QLD
602,BIRKBECK George,Katter's Australian Party (KAP),https://www.abc.net.au/news/elections/federal/2019/guide/capr/,Capricornia,QLD
603,TEMPLE Richard,Labour DLP,https://www.abc.net.au/news/elections/federal/2019/guide/capr/,Capricornia,QLD
604,MURRAY Ken,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/capr/,Capricornia,QLD
605,LANDRY Michelle,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/capr/,Capricornia,QLD
606,ROBERTSON Russell,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/capr/,Capricornia,QLD
607,ROTHERY Wade,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/capr/,Capricornia,QLD
608,STURGEON Lindsay,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/capr/,Capricornia,QLD
609,PRATT Grant,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/capr/,Capricornia,QLD
610,WARE Ann-Maree,Labour DLP,https://www.abc.net.au/news/elections/federal/2019/guide/daws/,Dawson,QLD
611,TURNER Michael Wayne,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/daws/,Dawson,QLD
612,LAWSON Debra,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/daws/,Dawson,QLD
613,CHRISTENSEN George,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/daws/,Dawson,QLD
614,HASSAN Belinda,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/daws/,Dawson,QLD
615,BUNYAN Brendan,Katter's Australian Party (KAP),https://www.abc.net.au/news/elections/federal/2019/guide/daws/,Dawson,QLD
616,LINDENBERG Imogen,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/daws/,Dawson,QLD
617,QUEENAN Lachlan,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/daws/,Dawson,QLD
618,THOMPSON Colin Richard,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/daws/,Dawson,QLD
619,COYNE Benedict,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/dick/,Dickson,QLD
620,DUTTON Peter,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/dick/,Dickson,QLD
621,FRANCE Ali,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/dick/,Dickson,QLD
622,PROHASKA Thor,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/dick/,Dickson,QLD
623,AUSTIN Steve,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/dick/,Dickson,QLD
624,HALLIWELL Carrol,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/dick/,Dickson,QLD
625,SIMPSON Richelle,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/dick/,Dickson,QLD
626,BROHMAN Maureen,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/dick/,Dickson,QLD
627,WELCH Jake,Liberal Democrats,https://www.abc.net.au/news/elections/federal/2019/guide/fadd/,Fadden,QLD
628,STANTON Luz,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/fadd/,Fadden,QLD
629,EATHER Darren,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/fadd/,Fadden,QLD
630,BARBER Allan,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/fadd/,Fadden,QLD
631,TURNER Scott,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/fadd/,Fadden,QLD
632,ROBERT Stuart,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/fadd/,Fadden,QLD
633,KRISCHKER Mara,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/fadd/,Fadden,QLD
634,COWLING Kylie Natasha,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/fair/,Fairfax,QLD
635,RYAN Jake Luke,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/fair/,Fairfax,QLD
636,ETHERIDGE Sue,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/fair/,Fairfax,QLD
637,O'BRIEN Ted,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/fair/,Fairfax,QLD
638,BELCHER Richard,Sustainable Australia,https://www.abc.net.au/news/elections/federal/2019/guide/fair/,Fairfax,QLD
639,HENSELIN Paul,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/fair/,Fairfax,QLD
640,AUSTRALIE Sinim,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/fair/,Fairfax,QLD
641,CADART Bertrand,Liberal Democrats,https://www.abc.net.au/news/elections/federal/2019/guide/fair/,Fairfax,QLD
642,McGLONE Julie,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/fair/,Fairfax,QLD
643,GRAY Trevor David,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/fish/,Fisher,QLD
644,PARSELL Daniel,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/fish/,Fisher,QLD
645,BURTON Tracy,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/fish/,Fisher,QLD
646,PATERSON Christopher,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/fish/,Fisher,QLD
647,WALLACE Andrew,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/fish/,Fisher,QLD
648,JESSOP Mike,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/fish/,Fisher,QLD
649,MONAGHAN Paul,Love Australia or Leave,https://www.abc.net.au/news/elections/federal/2019/guide/fish/,Fisher,QLD
650,BEERS Zac,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/flyn/,Flynn,QLD
651,HARRIS Nathan David,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/flyn/,Flynn,QLD
652,BAKER Jaiben,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/flyn/,Flynn,QLD
653,PETERSON Murray,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/flyn/,Flynn,QLD
654,LOHSE Sharon,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/flyn/,Flynn,QLD
655,SCOTT Duncan George,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/flyn/,Flynn,QLD
656,HIESLER Marcus John,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/flyn/,Flynn,QLD
657,O'DOWD Ken,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/flyn/,Flynn,QLD
658,BOWRON Ian,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/ford/,Forde,QLD
659,PETERSEN Kirsty,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/ford/,Forde,QLD
660,CREIGHTON Paul,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/ford/,Forde,QLD
661,VAN MANEN Bert,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/ford/,Forde,QLD
662,HARDMAN Des,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/ford/,Forde,QLD
663,INNES Les,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/ford/,Forde,QLD
664,ROBERTS Olivia,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/grif/,Griffith,QLD
665,BUTLER Terri,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/grif/,Griffith,QLD
666,CHANDLER-MATHER Max,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/grif/,Griffith,QLD
667,JULIUS Christian John,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/grif/,Griffith,QLD
668,DARLINGTON Julie,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/grif/,Griffith,QLD
669,MURRAY Tony,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/grif/,Griffith,QLD
670,NELLIGAN Alyce,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/groo/,Groom,QLD
671,KING David,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/groo/,Groom,QLD
672,ADRELIUS Perry,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/groo/,Groom,QLD
673,McVEIGH John,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/groo/,Groom,QLD
674,LAW Kenneth Ian,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/groo/,Groom,QLD
675,KAY Troy,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/groo/,Groom,QLD
676,LOHSE Amy,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/herb/,Herbert,QLD
677,DOWLING Greg,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/herb/,Herbert,QLD
678,RADECK Nanette,Katter's Australian Party (KAP),https://www.abc.net.au/news/elections/federal/2019/guide/herb/,Herbert,QLD
679,BLACKADDER Sam,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/herb/,Herbert,QLD
680,THOMPSON Phillip,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/herb/,Herbert,QLD
681,DURANT Tamara,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/herb/,Herbert,QLD
682,SEVERNS Mackenzie,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/herb/,Herbert,QLD
683,O'TOOLE Cathy,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/herb/,Herbert,QLD
684,HUXHAM Damian,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/hink/,Hinkler,QLD
685,PITT Keith,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/hink/,Hinkler,QLD
686,JACKSON Anne,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/hink/,Hinkler,QLD
687,NORMAN David,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/hink/,Hinkler,QLD
688,TURAGA Moe,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/hink/,Hinkler,QLD
689,ERSKINE Aaron,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/hink/,Hinkler,QLD
690,ELLUL Joseph Kevin,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/hink/,Hinkler,QLD
691,BYRNES Amy,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/hink/,Hinkler,QLD
692,PASCOE Richard,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/hink/,Hinkler,QLD
693,WONE Adrian Jacob,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/hink/,Hinkler,QLD
694,BERTUCH Sue,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/kenn/,Kennedy,QLD
695,KATTER Bob,Katter's Australian Party (KAP),https://www.abc.net.au/news/elections/federal/2019/guide/kenn/,Kennedy,QLD
696,BURNESS Lyle,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/kenn/,Kennedy,QLD
697,HACKWELL Ian Douglas,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/kenn/,Kennedy,QLD
698,BEVERIDGE Frank,Liberal National Party of Queensland,https://www.abc.net.au/news/elections/federal/2019/guide/kenn/,Kennedy,QLD
699,McGUIRE Brett,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/kenn/,Kennedy,QLD
700,ASHBY Jo,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/leic/,Leichhardt,QLD
