,candidate_name,candidate_party,link,seat_name,state
931,KANGAS Deanna,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/adel/,Adelaide,SA
932,OSBORN Shaun,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/adel/,Adelaide,SA
933,REA Antonio,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/adel/,Adelaide,SA
934,HILLAM Rosa,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/bark/,Barker,SA
935,BACHER Bert,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/bark/,Barker,SA
936,PASIN Tony,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/bark/,Barker,SA
937,ECKERMANN Karen,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/bark/,Barker,SA
938,GLADIGAU Kelly,Centre Alliance,https://www.abc.net.au/news/elections/federal/2019/guide/bark/,Barker,SA
939,HANNEMANN Miles,National Party,https://www.abc.net.au/news/elections/federal/2019/guide/bark/,Barker,SA
940,O'BRIEN Mat,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/bark/,Barker,SA
941,RUSSELL Geoff,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/boot/,Boothby,SA
942,ROZITIS Stef,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/boot/,Boothby,SA
943,CHEOK Adrian David,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/boot/,Boothby,SA
944,WONG Carol,Rise Up Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/boot/,Boothby,SA
945,FLINT Nicolle,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/boot/,Boothby,SA
946,CLANCY Nadia,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/boot/,Boothby,SA
947,SALERNO Peter,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/boot/,Boothby,SA
948,JONES Trevor,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/boot/,Boothby,SA
949,EDGECOMBE Jacqui,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/grey/,Grey,SA
950,BOLTON Karin,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/grey/,Grey,SA
951,STONE David,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/grey/,Grey,SA
952,CARMODY Richard,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/grey/,Grey,SA
953,WARREN Alexander David,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/grey/,Grey,SA
954,RAMSEY Rowan,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/grey/,Grey,SA
955,BROADFOOT Andrea,Centre Alliance,https://www.abc.net.au/news/elections/federal/2019/guide/grey/,Grey,SA
956,CHAMPION Candace,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/grey/,Grey,SA
957,VAID Rajan,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/hind/,Hindmarsh,SA
958,MORRIS Rose,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/hind/,Hindmarsh,SA
959,BUTLER Mark,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/hind/,Hindmarsh,SA
960,KELTY Alison,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/hind/,Hindmarsh,SA
961,HALL-EVANS Jake,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/hind/,Hindmarsh,SA
962,FARRELL Matt,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/hind/,Hindmarsh,SA
963,RISHWORTH Amanda,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/king/,Kingston,SA
964,CURRAN Laura,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/king/,Kingston,SA
965,MORTIER Nikki,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/king/,Kingston,SA
966,SOMERS Kellie,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/king/,Kingston,SA
967,HOSKIN Jodie Anne,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/king/,Kingston,SA
968,ZAPPIA Tony,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/maki/,Makin,SA
969,DAVE Hemant,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/maki/,Makin,SA
970,GASTON Lyn,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/maki/,Makin,SA
971,STEWART Stephanie,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/maki/,Makin,SA
972,COLLIS Rachel,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/maki/,Makin,SA
973,DOWNER Georgina,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/mayo/,Mayo,SA
974,BOURNE Anne,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/mayo/,Mayo,SA
975,DOWLAND Helen,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/mayo/,Mayo,SA
976,CANE Michael,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/mayo/,Mayo,SA
977,GERHARDY Saskia,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/mayo/,Mayo,SA
978,SHARKIE Rebekha,Centre Alliance,https://www.abc.net.au/news/elections/federal/2019/guide/mayo/,Mayo,SA
979,CHAMPION Nick,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/spen/,Spence,SA
980,BOURNE Kathleen,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/spen/,Spence,SA
981,FIEDLER Ron,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/spen/,Spence,SA
982,JURY Daniel,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/spen/,Spence,SA
983,KUHLMANN Rita,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/spen/,Spence,SA
984,HERBERT Nathan,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/spen/,Spence,SA
985,BOUNDY Paul,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/stur/,Sturt,SA
986,STEVENS James,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/stur/,Sturt,SA
987,O'HANLON Cressida,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/stur/,Sturt,SA
988,ROBERTS Harbinda,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/stur/,Sturt,SA
989,HARDING Hedley,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/stur/,Sturt,SA
990,THOMAS Colin,Child Protection Party,https://www.abc.net.au/news/elections/federal/2019/guide/stur/,Sturt,SA
991,FULCO Angela,Australian Progressives,https://www.abc.net.au/news/elections/federal/2019/guide/stur/,Sturt,SA
992,LARCOMBE Nick,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/stur/,Sturt,SA
993,HALL Tom,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/bass/,Bass,TAS
994,HART Ross,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/bass/,Bass,TAS
995,WOODBURY Susan,Animal Justice Party,https://www.abc.net.au/news/elections/federal/2019/guide/bass/,Bass,TAS
996,ARCHER Bridget,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/bass/,Bass,TAS
997,LAMBERT Todd,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/bass/,Bass,TAS
998,ROARK Allan John,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/bass/,Bass,TAS
999,COOPER Carl,The Nationals,https://www.abc.net.au/news/elections/federal/2019/guide/bass/,Bass,TAS
1000,SPAULDING Karen Wendy,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/brad/,Braddon,TAS
1001,BRAKEY Craig,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/brad/,Braddon,TAS
1002,ALLAN Shane,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/brad/,Braddon,TAS
1003,PEARCE Gavin,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/brad/,Braddon,TAS
1004,MILBOURNE Sally,The Nationals,https://www.abc.net.au/news/elections/federal/2019/guide/brad/,Braddon,TAS
1005,PARSONS Phill,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/brad/,Braddon,TAS
1006,SMITH Brett Michael,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/brad/,Braddon,TAS
1007,KEAY Justine,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/brad/,Braddon,TAS
1008,GALLAHER Graham,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/brad/,Braddon,TAS
1009,WILKIE Andrew,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/clar/,Clark,TAS
1010,McGREGOR Ben,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/clar/,Clark,TAS
1011,MARKHAM Amanda-Sue,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/clar/,Clark,TAS
1012,SHAW Juniper,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/clar/,Clark,TAS
1013,STARKEY Jim,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/clar/,Clark,TAS
1014,DARKO Kit,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/fran/,Franklin,TAS
1015,YOUNG Dean,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/fran/,Franklin,TAS
1016,HAWES Darren John,FRASER ANNING'S CONSERVATIVE NATIONAL PARTY,https://www.abc.net.au/news/elections/federal/2019/guide/fran/,Franklin,TAS
1017,COLLINS Julie,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/fran/,Franklin,TAS
1018,WINTER Darren,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/fran/,Franklin,TAS
1019,HUTCHINSON Deanna,The Nationals,https://www.abc.net.au/news/elections/federal/2019/guide/lyon/,Lyons,TAS
1020,MITCHELL Brian,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/lyon/,Lyons,TAS
1021,WHISSON Gary,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/lyon/,Lyons,TAS
1022,MURTAGH Tennille,Pauline Hanson's One Nation,https://www.abc.net.au/news/elections/federal/2019/guide/lyon/,Lyons,TAS
1023,WHELAN Jessica,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/lyon/,Lyons,TAS
1024,WARNE Michael,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/lyon/,Lyons,TAS
1025,FAULKNER Therese,Australian Progressives,https://www.abc.net.au/news/elections/federal/2019/guide/bean/,Bean,ACT
1026,CHRISTIE Jamie,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/bean/,Bean,ACT
1027,RUSHTON Ben,The Great Australian Party,https://www.abc.net.au/news/elections/federal/2019/guide/bean/,Bean,ACT
1028,DONNELLY Matt,Liberal Democrats,https://www.abc.net.au/news/elections/federal/2019/guide/bean/,Bean,ACT
1029,HANLEY Tony,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/bean/,Bean,ACT
1030,COCKS Ed,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/bean/,Bean,ACT
1031,SMITH David,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/bean/,Bean,ACT
1032,DAVIS Johnathan,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/bean/,Bean,ACT
1033,BOHM Tim,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/canb/,Canberra,ACT
1034,PAYNE Alicia,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/canb/,Canberra,ACT
1035,HOLLO Tim,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/canb/,Canberra,ACT
1036,ZAKI Mina,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/canb/,Canberra,ACT
1037,KNIGHT Robert John,Australian Progressives,https://www.abc.net.au/news/elections/federal/2019/guide/canb/,Canberra,ACT
1038,DE MAINE Greg,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/canb/,Canberra,ACT
1039,HODGSON Glen J,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/fenn/,Fenner,ACT
1040,RATLHAGANE Kagiso,Australian Progressives,https://www.abc.net.au/news/elections/federal/2019/guide/fenn/,Fenner,ACT
1041,BRADDOCK Andrew,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/fenn/,Fenner,ACT
1042,LEIGH Andrew,Australian Labor Party,https://www.abc.net.au/news/elections/federal/2019/guide/fenn/,Fenner,ACT
1043,CASTLEY Leanne,Liberal,https://www.abc.net.au/news/elections/federal/2019/guide/fenn/,Fenner,ACT
1044,SNOWDON Warren,Australian Labor Party (Northern Territory) Branch,https://www.abc.net.au/news/elections/federal/2019/guide/ling/,Lingiari,NT
1045,HANNA George,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/ling/,Lingiari,NT
1046,HODGSON Daniel Isaac,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/ling/,Lingiari,NT
1047,McCARTHY Regina,Rise Up Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/ling/,Lingiari,NT
1048,MacFARLANE Hamish,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/ling/,Lingiari,NT
1049,PRICE Jacinta,Country Liberals (NT),https://www.abc.net.au/news/elections/federal/2019/guide/ling/,Lingiari,NT
1050,GOSLING Luke John,Australian Labor Party (Northern Territory) Branch,https://www.abc.net.au/news/elections/federal/2019/guide/solo/,Solomon,NT
1051,GIMINI Lorraine,Rise Up Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/solo/,Solomon,NT
1052,GANLEY Kathy,Country Liberals (NT),https://www.abc.net.au/news/elections/federal/2019/guide/solo/,Solomon,NT
1053,PARISH Timothy,The Greens,https://www.abc.net.au/news/elections/federal/2019/guide/solo/,Solomon,NT
1054,RAJWIN Raj Samson,United Australia Party,https://www.abc.net.au/news/elections/federal/2019/guide/solo/,Solomon,NT
1055,FRASER-ADAMS Sue,Independent,https://www.abc.net.au/news/elections/federal/2019/guide/solo/,Solomon,NT
