mntl_bh_p_me_2_rate_3_11_7_13, mntl_bh_f_me_3_rrmse_3_11_7_13, mntl_bh_p_me_3_rrmse_3_11_7_13, mntl_bh_p_me_1_no_3_11_7_13, area_code, mntl_bh_f_me_2_rate_3_11_7_13, mntl_bh_m_me_2_rate_3_11_7_13, mntl_bh_f_me_1_no_3_11_7_13, mntl_bh_m_me_1_no_3_11_7_13, mntl_bh_m_me_3_rrmse_3_11_7_13
15.6927550507154,3.0,3.0,1721.74292219822,102021045,17.806133413649,13.4573467008526,998.359037528586,723.383884669631,3.0
16.4646185708067,3.0,3.0,1511.24466321952,102021046,17.9204537202731,14.962865315367,843.156826848823,668.0878363707,3.0
12.7464689194982,3.0,3.0,1073.53597950145,102011036,13.7204550436579,11.7534014907252,572.246982243343,501.288997258107,3.0
12.4126564475657,3.0,3.0,787.091752140435,102011037,14.4993016386384,10.2954142050856,458.612524124753,328.479228015682,3.0
12.8835786426465,3.0,3.0,2006.61625448151,102021047,13.5042409974377,12.2232408152194,1068.70791624831,937.908338233206,3.0
16.5742918634426,3.0,3.0,3450.5535601,102021048,18.1908951326716,14.8227470082722,1955.6426209,1494.9109392,3.0
14.0685281047139,3.0,3.0,422.640814044686,102021049,15.9245096574447,12.1756472495075,238.467444350608,184.173369694078,3.0
15.6927550507154,3.0,3.0,1607.08781014681,102021050,17.806133413649,13.4573467008526,931.875844341281,675.211965805525,3.0
14.0685281047139,3.0,3.0,673.219482125684,102021051,15.9245096574447,12.1756472495075,379.851931130763,293.36755099492,3.0
15.6927550507154,3.0,3.0,862.468328954978,102021052,17.806133413649,13.4573467008526,500.105468530133,362.362860424845,3.0
16.7855946670467,3.0,3.0,2384.76436404171,102021053,18.3263782860527,15.0492159270544,1366.52288992462,1018.24147411709,3.0
16.4646185708067,3.0,3.0,1516.46805318048,102021054,17.9204537202731,14.962865315367,846.071071651177,670.396981529301,3.0
12.8835786426465,3.0,3.0,658.498596218487,102021055,13.5042409974377,12.2232408152194,350.711134251693,307.787461966794,3.0
17.391105414441,3.0,3.0,1465.9613654,102021057,19.4746451716374,15.1645410166364,838.0516353,627.9097301,3.0
14.2212727423634,3.0,3.0,3184.69688737536,103011058,15.2725120308346,13.1358197683929,1723.08077791025,1461.61610946511,3.0
